windows ,0.24826 ,0.204961 ,0.057198 ,0.491832 ,0.092773 ,0.633976 ,0.61457 ,0.0 ,0.871635 ,0.260981 ,0.728267 ,0.058569 ,0.638265 ,
windows ,0.121213 ,0.124469 ,0.231404 ,0.477829 ,0.140839 ,0.530786 ,0.916964 ,0.0 ,0.946962 ,0.99342 ,0.973058 ,0.982186 ,0.997847 ,
windows ,0.264742 ,0.117553 ,0.169336 ,0.324621 ,0.213903 ,0.882284 ,0.0 ,0.497569 ,0.684405 ,0.33167 ,0.500118 ,0.619701 ,0.225387 ,
windows ,0.233245 ,0.126761 ,0.216096 ,0.362424 ,0.136442 ,0.954772 ,0.726613 ,0.0 ,0.93468 ,0.220262 ,0.814136 ,0.648958 ,0.170112 ,
windows ,0.187056 ,0.178232 ,0.081269 ,0.064656 ,0.59219 ,0.0 ,0.88533 ,0.0 ,0.888533 ,0.138476 ,0.41196 ,0.012049 ,0.922207 ,
windows ,0.235458 ,0.130542 ,0.226634 ,0.010746 ,0.519842 ,0.817095 ,0.0 ,0.0 ,0.426254 ,0.041287 ,0.579458 ,0.114356 ,0.310228 ,
windows ,0.082913 ,0.122347 ,0.115919 ,0.155881 ,0.600133 ,0.261637 ,0.890603 ,0.0 ,0.893469 ,0.085138 ,0.58271 ,0.296424 ,0.483531 ,
windows ,0.044268 ,0.067252 ,0.099824 ,0.709358 ,0.135577 ,0.51064 ,0.0 ,0.647781 ,0.806625 ,0.020973 ,0.155432 ,0.826019 ,0.164659 ,
windows ,0.445623 ,0.051313 ,0.318996 ,0.069512 ,0.219779 ,0.995065 ,0.0 ,0.0 ,0.219889 ,0.238039 ,0.522734 ,0.501905 ,0.192882 ,
windows ,0.219597 ,0.251792 ,0.153665 ,0.034811 ,0.430879 ,0.716755 ,0.0 ,0.85591 ,0.678356 ,0.169233 ,0.31301 ,0.144878 ,0.876828 ,
windows ,0.165125 ,0.09655 ,0.352525 ,0.13608 ,0.334605 ,0.637364 ,0.0 ,0.0 ,0.407402 ,0.123529 ,0.154317 ,0.292639 ,0.836081 ,
windows ,0.385345 ,0.12695 ,0.274398 ,0.03154 ,0.331975 ,0.74909 ,0.0 ,0.891529 ,0.825704 ,0.53321 ,0.301871 ,0.106409 ,0.943374 ,
windows ,0.138391 ,0.04004 ,0.308976 ,0.016775 ,0.630402 ,0.208141 ,0.0 ,0.323642 ,0.862214 ,0.304847 ,0.324077 ,0.001577 ,0.489525 ,
windows ,0.285308 ,0.057075 ,0.252964 ,0.345156 ,0.12249 ,0.0 ,0.0 ,0.0 ,0.171013 ,0.139541 ,0.170098 ,0.551705 ,0.258604 ,
windows ,0.570767 ,0.125376 ,0.078353 ,0.029349 ,0.30783 ,0.908592 ,0.0 ,0.992343 ,0.4613 ,0.506207 ,0.325636 ,0.346371 ,0.88661 ,
windows ,0.068796 ,0.00335 ,0.027907 ,0.933874 ,0.011509 ,0.0 ,0.0 ,0.0 ,0.214086 ,0.303168 ,0.604539 ,0.650309 ,0.533122 ,
windows ,0.148807 ,0.05952 ,0.045661 ,0.220781 ,0.578478 ,0.724236 ,0.0 ,0.75152 ,0.678986 ,0.028257 ,0.070099 ,0.862989 ,0.363813 ,
windows ,0.073553 ,0.196444 ,0.032928 ,0.427178 ,0.350436 ,0.375542 ,0.0 ,0.306912 ,0.891734 ,0.106284 ,0.290944 ,0.698763 ,0.16945 ,
windows ,0.268835 ,0.288439 ,0.104529 ,0.064561 ,0.400233 ,0.852209 ,0.0 ,0.711313 ,0.644089 ,0.007827 ,0.003378 ,0.25997 ,0.177858 ,
windows ,0.033734 ,0.087832 ,0.277081 ,0.607777 ,0.066808 ,0.0 ,0.0 ,0.0 ,0.543975 ,0.132245 ,0.5053 ,0.608356 ,0.362525 ,
windows ,0.488605 ,0.16174 ,0.300899 ,0.056013 ,0.094749 ,0.642915 ,0.0 ,0.933436 ,0.441511 ,0.406904 ,0.053098 ,0.114622 ,0.854353 ,
windows ,0.21424 ,0.230746 ,0.120047 ,0.031518 ,0.499515 ,0.158609 ,0.0 ,0.446712 ,0.677399 ,0.323272 ,0.625209 ,0.017239 ,0.909796 ,
windows ,0.25064 ,0.054389 ,0.153646 ,0.23037 ,0.406543 ,0.0 ,0.0 ,0.963083 ,0.886023 ,0.143982 ,0.03262 ,0.029375 ,0.634571 ,
windows ,0.083486 ,0.218741 ,0.093602 ,0.028351 ,0.707393 ,0.849316 ,0.60167 ,0.0 ,0.935385 ,0.866336 ,0.183232 ,0.850338 ,0.728644 ,
windows ,0.337803 ,0.078347 ,0.040123 ,0.080102 ,0.551692 ,0.847497 ,0.0 ,0.0 ,0.413382 ,0.012112 ,0.070528 ,0.005177 ,0.816403 ,
windows ,0.178448 ,0.126564 ,0.157726 ,0.471545 ,0.15258 ,0.702145 ,0.0 ,0.0 ,0.859554 ,0.542076 ,0.274244 ,0.592071 ,0.506979 ,
